vin	Ix(U1:SOURCE)
2.239999999999996e+00	1.215072e-08
2.249999999999996e+00	1.214037e-08
2.259999999999996e+00	1.213001e-08
2.269999999999996e+00	1.211964e-08
2.279999999999995e+00	1.210927e-08
2.289999999999995e+00	1.209888e-08
2.299999999999995e+00	1.208848e-08
2.309999999999995e+00	1.207806e-08
2.319999999999995e+00	1.206764e-08
2.329999999999994e+00	1.205721e-08
2.339999999999994e+00	1.204677e-08
2.349999999999994e+00	1.203631e-08
2.359999999999994e+00	1.202585e-08
2.369999999999993e+00	1.201537e-08
2.379999999999993e+00	1.200488e-08
2.389999999999993e+00	1.199438e-08
2.399999999999993e+00	1.198387e-08
2.409999999999993e+00	1.197335e-08
2.419999999999992e+00	1.196282e-08
2.429999999999992e+00	1.195228e-08
2.439999999999992e+00	1.194172e-08
2.449999999999992e+00	1.193115e-08
2.459999999999992e+00	1.192058e-08
2.469999999999991e+00	1.190999e-08
2.479999999999991e+00	1.189939e-08
2.489999999999991e+00	1.188878e-08
2.499999999999991e+00	1.187815e-08
2.509999999999990e+00	1.186752e-08
2.519999999999990e+00	1.185687e-08
2.529999999999990e+00	1.184621e-08
2.539999999999990e+00	1.183554e-08
2.549999999999990e+00	1.182486e-08
2.559999999999989e+00	1.181417e-08
2.569999999999989e+00	1.180346e-08
2.579999999999989e+00	1.179275e-08
2.589999999999989e+00	1.178202e-08
2.599999999999989e+00	1.177128e-08
2.609999999999988e+00	1.176052e-08
2.619999999999988e+00	1.174976e-08
2.629999999999988e+00	1.173898e-08
2.639999999999988e+00	1.172819e-08
2.649999999999987e+00	1.171739e-08
2.659999999999987e+00	1.170658e-08
2.669999999999987e+00	1.169575e-08
2.679999999999987e+00	1.168491e-08
2.689999999999987e+00	1.167406e-08
2.699999999999986e+00	1.166320e-08
2.709999999999986e+00	1.165232e-08
2.719999999999986e+00	1.164143e-08
2.729999999999986e+00	1.163053e-08
2.739999999999986e+00	1.161962e-08
2.749999999999985e+00	1.160869e-08
2.759999999999985e+00	1.159775e-08
2.769999999999985e+00	1.158680e-08
2.779999999999985e+00	1.157583e-08
2.789999999999984e+00	1.156485e-08
2.799999999999984e+00	1.155386e-08
2.809999999999984e+00	1.154286e-08
2.819999999999984e+00	1.153184e-08
2.829999999999984e+00	1.152081e-08
2.839999999999983e+00	1.150977e-08
2.849999999999983e+00	1.149871e-08
2.859999999999983e+00	1.148764e-08
2.869999999999983e+00	1.147656e-08
2.879999999999983e+00	1.146546e-08
2.889999999999982e+00	1.145435e-08
2.899999999999982e+00	1.144322e-08
2.909999999999982e+00	1.143209e-08
2.919999999999982e+00	1.142094e-08
2.929999999999982e+00	1.140977e-08
2.939999999999981e+00	1.139859e-08
2.949999999999981e+00	1.138740e-08
2.959999999999981e+00	1.137619e-08
2.969999999999981e+00	1.136497e-08
2.979999999999980e+00	1.135374e-08
2.989999999999980e+00	1.134249e-08
2.999999999999980e+00	1.133122e-08
3.009999999999980e+00	1.131995e-08
3.019999999999980e+00	1.130865e-08
3.029999999999979e+00	1.129735e-08
3.039999999999979e+00	1.128603e-08
3.049999999999979e+00	1.127469e-08
3.059999999999979e+00	1.126334e-08
3.069999999999979e+00	1.125198e-08
3.079999999999978e+00	1.124060e-08
3.089999999999978e+00	1.122921e-08
3.099999999999978e+00	1.121780e-08
3.109999999999978e+00	1.120638e-08
3.119999999999977e+00	1.119494e-08
3.129999999999977e+00	1.118348e-08
3.139999999999977e+00	1.117202e-08
3.149999999999977e+00	1.116053e-08
3.159999999999977e+00	1.114903e-08
3.169999999999976e+00	1.113752e-08
3.179999999999976e+00	1.112599e-08
3.189999999999976e+00	1.111445e-08
3.199999999999976e+00	1.110288e-08
3.209999999999976e+00	1.109131e-08
3.219999999999975e+00	1.107972e-08
3.229999999999975e+00	1.106811e-08
3.239999999999975e+00	1.105648e-08
3.249999999999975e+00	1.104485e-08
3.259999999999974e+00	1.103319e-08
3.269999999999974e+00	1.102152e-08
3.279999999999974e+00	1.100983e-08
3.289999999999974e+00	1.099813e-08
3.299999999999974e+00	1.098640e-08
3.309999999999973e+00	1.097467e-08
3.319999999999973e+00	1.096291e-08
3.329999999999973e+00	1.095114e-08
3.339999999999973e+00	1.093936e-08
3.349999999999973e+00	1.092755e-08
3.359999999999972e+00	1.091573e-08
3.369999999999972e+00	1.090390e-08
3.379999999999972e+00	1.089204e-08
3.389999999999972e+00	1.088017e-08
3.399999999999971e+00	1.086828e-08
3.409999999999971e+00	1.085637e-08
3.419999999999971e+00	1.084445e-08
3.429999999999971e+00	1.083251e-08
3.439999999999971e+00	1.082055e-08
3.449999999999970e+00	1.080857e-08
3.459999999999970e+00	1.079658e-08
3.469999999999970e+00	1.078457e-08
3.479999999999970e+00	1.077254e-08
3.489999999999970e+00	1.076049e-08
3.499999999999969e+00	1.074842e-08
3.509999999999969e+00	1.073634e-08
3.519999999999969e+00	1.072423e-08
3.529999999999969e+00	1.071211e-08
3.539999999999969e+00	1.069997e-08
3.549999999999968e+00	1.068781e-08
3.559999999999968e+00	1.067564e-08
3.569999999999968e+00	1.066344e-08
3.579999999999968e+00	1.065122e-08
3.589999999999967e+00	1.063899e-08
3.599999999999967e+00	1.062673e-08
3.609999999999967e+00	1.061446e-08
3.619999999999967e+00	1.060217e-08
3.629999999999967e+00	1.058985e-08
