vout	I(Iout)
6.300000000000078e-002	7.945991e-009
6.310000000000078e-002	7.924774e-009
6.320000000000078e-002	7.903634e-009
6.330000000000079e-002	7.882571e-009
6.340000000000079e-002	7.861583e-009
6.350000000000079e-002	7.840672e-009
6.360000000000080e-002	7.819836e-009
6.370000000000080e-002	7.799076e-009
6.380000000000080e-002	7.778390e-009
6.390000000000080e-002	7.757780e-009
6.400000000000081e-002	7.737244e-009
6.410000000000081e-002	7.716782e-009
6.420000000000081e-002	7.696394e-009
6.430000000000082e-002	7.676079e-009
6.440000000000082e-002	7.655839e-009
6.450000000000082e-002	7.635672e-009
6.460000000000082e-002	7.615577e-009
6.470000000000083e-002	7.595554e-009
6.480000000000083e-002	7.575605e-009
6.490000000000083e-002	7.555728e-009
6.500000000000084e-002	7.535922e-009
6.510000000000084e-002	7.516188e-009
6.520000000000084e-002	7.496525e-009
6.530000000000084e-002	7.476934e-009
6.540000000000085e-002	7.457413e-009
6.550000000000085e-002	7.437963e-009
6.560000000000085e-002	7.418584e-009
6.570000000000086e-002	7.399274e-009
6.580000000000086e-002	7.380034e-009
6.590000000000086e-002	7.360864e-009
6.600000000000086e-002	7.341763e-009
6.610000000000087e-002	7.322732e-009
6.620000000000087e-002	7.303769e-009
6.630000000000087e-002	7.284874e-009
6.640000000000088e-002	7.266048e-009
6.650000000000088e-002	7.247290e-009
6.660000000000088e-002	7.228600e-009
6.670000000000088e-002	7.209978e-009
6.680000000000089e-002	7.191423e-009
6.690000000000089e-002	7.172935e-009
6.700000000000089e-002	7.154514e-009
6.710000000000090e-002	7.136160e-009
6.720000000000090e-002	7.117872e-009
6.730000000000090e-002	7.099650e-009
6.740000000000090e-002	7.081494e-009
6.750000000000091e-002	7.063404e-009
6.760000000000091e-002	7.045379e-009
6.770000000000091e-002	7.027420e-009
6.780000000000092e-002	7.009525e-009
6.790000000000092e-002	6.991695e-009
6.800000000000092e-002	6.973929e-009
6.810000000000092e-002	6.956228e-009
6.820000000000093e-002	6.938591e-009
6.830000000000093e-002	6.921018e-009
6.840000000000093e-002	6.903508e-009
6.850000000000094e-002	6.886062e-009
6.860000000000094e-002	6.868679e-009
6.870000000000094e-002	6.851359e-009
6.880000000000094e-002	6.834101e-009
6.890000000000095e-002	6.816906e-009
6.900000000000095e-002	6.799772e-009
6.910000000000095e-002	6.782702e-009
6.920000000000096e-002	6.765692e-009
6.930000000000096e-002	6.748744e-009
6.940000000000096e-002	6.731858e-009
6.950000000000096e-002	6.715033e-009
6.960000000000097e-002	6.698268e-009
