Freq.	V(vout)
2.51188643150956e+002	(-6.80400445307071e-004dB,-1.02133334778743e-003°)
2.57039578276885e+002	(-6.80398556047362e-004dB,-1.04512325783404e-003°)
2.63026799189536e+002	(-6.80396577747218e-004dB,-1.06946730609036e-003°)
2.69153480392690e+002	(-6.80394506215342e-004dB,-1.09437840009476e-003°)
2.75422870333815e+002	(-6.80392337049235e-004dB,-1.11986974804090e-003°)
2.81838293126443e+002	(-6.80390065662196e-004dB,-1.14595486578092e-003°)
2.88403150312659e+002	(-6.80387687222565e-004dB,-1.17264758399163e-003°)
2.95120922666637e+002	(-6.80385196696161e-004dB,-1.19996205550792e-003°)
3.01995172040200e+002	(-6.80382588784552e-004dB,-1.22791276282657e-003°)
3.09029543251357e+002	(-6.80379857972318e-004dB,-1.25651452578528e-003°)
3.16227766016836e+002	(-6.80376998458574e-004dB,-1.28578250942016e-003°)
3.23593656929626e+002	(-6.80374004183013e-004dB,-1.31573223200664e-003°)
3.31131121482589e+002	(-6.80370868790219e-004dB,-1.34637957328729e-003°)
3.38844156139200e+002	(-6.80367585629669e-004dB,-1.37774078289166e-003°)
3.46736850452529e+002	(-6.80364147740302e-004dB,-1.40983248895195e-003°)
3.54813389233573e+002	(-6.80360547827373e-004dB,-1.44267170691950e-003°)
3.63078054770099e+002	(-6.80356778258599e-004dB,-1.47627584858670e-003°)
3.71535229097170e+002	(-6.80352831029433e-004dB,-1.51066273131885e-003°)
3.80189396320558e+002	(-6.80348697776574e-004dB,-1.54585058750133e-003°)
3.89045144994278e+002	(-6.80344369730706e-004dB,-1.58185807420652e-003°)
3.98107170553494e+002	(-6.80339837705889e-004dB,-1.61870428308619e-003°)
4.07380277804110e+002	(-6.80335092095706e-004dB,-1.65640875049411e-003°)
4.16869383470332e+002	(-6.80330122836612e-004dB,-1.69499146784448e-003°)
4.26579518801589e+002	(-6.80324919376110e-004dB,-1.73447289221173e-003°)
4.36515832240163e+002	(-6.80319470692038e-004dB,-1.77487395717720e-003°)
4.46683592150960e+002	(-6.80313765210596e-004dB,-1.81621608392827e-003°)
