vin	Ix(U1:SOURCE)
4.429999999999950e+00	1.175624e-04
4.439999999999950e+00	1.180739e-04
4.449999999999950e+00	1.185859e-04
4.459999999999949e+00	1.190986e-04
4.469999999999949e+00	1.196119e-04
4.479999999999949e+00	1.201258e-04
4.489999999999949e+00	1.206404e-04
4.499999999999948e+00	1.211555e-04
4.509999999999948e+00	1.216712e-04
4.519999999999948e+00	1.221875e-04
4.529999999999948e+00	1.227044e-04
4.539999999999948e+00	1.232219e-04
4.549999999999947e+00	1.237400e-04
4.559999999999947e+00	1.242586e-04
4.569999999999947e+00	1.247779e-04
4.579999999999947e+00	1.252977e-04
4.589999999999947e+00	1.258181e-04
4.599999999999946e+00	1.263391e-04
4.609999999999946e+00	1.268607e-04
4.619999999999946e+00	1.273828e-04
4.629999999999946e+00	1.279055e-04
4.639999999999946e+00	1.284288e-04
4.649999999999945e+00	1.289526e-04
4.659999999999945e+00	1.294770e-04
4.669999999999945e+00	1.300020e-04
4.679999999999945e+00	1.305275e-04
4.689999999999944e+00	1.310536e-04
4.699999999999944e+00	1.315802e-04
4.709999999999944e+00	1.321074e-04
4.719999999999944e+00	1.326352e-04
4.729999999999944e+00	1.331635e-04
4.739999999999943e+00	1.336923e-04
4.749999999999943e+00	1.342217e-04
4.759999999999943e+00	1.347516e-04
4.769999999999943e+00	1.352821e-04
4.779999999999943e+00	1.358131e-04
4.789999999999942e+00	1.363446e-04
4.799999999999942e+00	1.368767e-04
4.809999999999942e+00	1.374093e-04
4.819999999999942e+00	1.379425e-04
4.829999999999941e+00	1.384761e-04
4.839999999999941e+00	1.390103e-04
4.849999999999941e+00	1.395450e-04
4.859999999999941e+00	1.400803e-04
4.869999999999941e+00	1.406160e-04
4.879999999999940e+00	1.411523e-04
4.889999999999940e+00	1.416891e-04
4.899999999999940e+00	1.422264e-04
4.909999999999940e+00	1.427642e-04
4.919999999999940e+00	1.433025e-04
4.929999999999939e+00	1.438414e-04
4.939999999999939e+00	1.443807e-04
4.949999999999939e+00	1.449206e-04
4.959999999999939e+00	1.454609e-04
4.969999999999938e+00	1.460017e-04
4.979999999999938e+00	1.465431e-04
4.989999999999938e+00	1.470849e-04
5.000000000000000e+00	1.476273e-04
