time	V(vin)	V(vout)
3.567860714286994e-03	2.500000e+00	2.494181e+00
3.575167857144156e-03	2.500000e+00	2.493986e+00
3.582475000001319e-03	2.500000e+00	2.493831e+00
3.582525000001319e-03	2.500000e+00	2.493830e+00
3.589832142858482e-03	2.500000e+00	2.493691e+00
3.597139285715645e-03	2.500000e+00	2.493565e+00
3.604446428572808e-03	2.500000e+00	2.493454e+00
3.611753571429971e-03	2.500000e+00	2.493357e+00
3.619060714287134e-03	2.500000e+00	2.493274e+00
3.626367857144296e-03	2.500000e+00	2.493206e+00
3.633675000001459e-03	2.500000e+00	2.493151e+00
3.633725000001459e-03	2.500000e+00	2.493151e+00
3.684925000001599e-03	2.500000e+00	2.492912e+00
3.736125000001739e-03	2.500000e+00	2.492828e+00
3.787325000001879e-03	2.500000e+00	2.492798e+00
3.838525000002019e-03	2.500000e+00	2.492788e+00
3.889725000002159e-03	2.500000e+00	2.492784e+00
3.940925000001999e-03	2.500000e+00	2.492783e+00
3.992125000001695e-03	2.500000e+00	2.492782e+00
4.043325000001391e-03	2.500000e+00	2.492782e+00
4.094525000001087e-03	2.500000e+00	2.492782e+00
4.145725000000783e-03	2.500000e+00	2.492782e+00
4.196925000000479e-03	2.500000e+00	2.492782e+00
4.248125000000175e-03	2.500000e+00	2.492782e+00
4.299324999999870e-03	2.500000e+00	2.492782e+00
4.350524999999566e-03	2.500000e+00	2.492782e+00
4.401724999999262e-03	2.500000e+00	2.492782e+00
4.452924999998958e-03	2.500000e+00	2.492782e+00
4.504124999998654e-03	2.500000e+00	2.492782e+00
4.555324999998350e-03	2.500000e+00	2.492782e+00
4.606524999998046e-03	2.500000e+00	2.492782e+00
4.657724999997742e-03	2.500000e+00	2.492782e+00
4.708924999997438e-03	2.500000e+00	2.492782e+00
4.760124999997134e-03	2.500000e+00	2.492782e+00
4.811324999996830e-03	2.500000e+00	2.492782e+00
4.862524999996526e-03	2.500000e+00	2.492782e+00
